hey_commuter-Joanna-strong_high_pitch-polly.wav, hey commuter, commuter
Hey_Jarvis-Ivy-fast_low_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Nicole-fast-polly.wav, Hey Jarvis, hey Jabez
Hey_Jarvis-Emma-high_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Emma-strong_slow-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Brian-softly-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Kimberly-slow_low_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Brian-fast_high_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Kendra-fast-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Joey-weak_low_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Brian-low_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Joanna-weak_slow-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Salli-fast_low_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Emma-weak_fast-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Salli-fast_high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Ivy-slow_low_pitch-polly.wav, Hey Jarvis, home Jarvis
Hey_Jarvis-Russell-weak_slow-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Russell-slow-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Matthew-slow_high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Salli-slow_high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Kendra-strong-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Emma-fast_high_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Joey-weak_slow-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Brian-slow_low_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Kimberly-softly-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Amy-fast_low_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Salli-high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Kendra-fast_high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Geraint-weak_low_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Kimberly-strong_slow-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Ivy-weak_low_pitch-polly.wav, Hey Jarvis, cauliflower
Hey_Jarvis-Justin-strong_fast-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Justin-weak_fast-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Emma-slow_high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Ivy-weak_slow-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Joey-fast_high_pitch-polly.wav, Hey Jarvis, play Jordan
Hey_Jarvis-Russell-fast_high_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Brian-high_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Amy-softly-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Ivy-weak_high_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Ivy-weak-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Amy-strong_fast-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Joanna-low_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Justin-weak_high_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Joanna-slow_low_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Matthew-weak_high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Salli-low_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Nicole-weak_slow-polly.wav, Hey Jarvis, call Javis
Hey_Jarvis-Russell-strong-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Kimberly-weak-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Nicole-fast_low_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Kendra-weak-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Salli-softly-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Nicole-slow_low_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Ivy-strong_fast-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Geraint-slow_high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Matthew-strong_slow-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Joanna-weak_high_pitch-polly.wav, Hey Jarvis, hi Jarvis
Hey_Jarvis-Russell-weak-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Nicole-strong-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Kendra-low_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Amy-weak_low_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Salli-weak_high_pitch-polly.wav, Hey Jarvis, play Darkness
Hey_Jarvis-Russell-slow_low_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Nicole-slow_high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Amy-weak_slow-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Brian-fast_low_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Kimberly-strong_high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Ivy-slow_high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Amy-fast_high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Russell-weak_fast-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Kendra-strong_low_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Nicole-strong_high_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Ivy-strong-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Geraint-fast_low_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Joanna-high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Matthew-low_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Kendra-weak_slow-polly.wav, Hey Jarvis, Jarvis
Hey_Jarvis-Matthew-fast-polly.wav, Hey Jarvis, hey Jonas
Hey_Jarvis-Joey-weak_high_pitch-polly.wav, Hey Jarvis, pejorative
Hey_Jarvis-Russell-softly-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Geraint-strong_high_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Russell-weak_high_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Nicole-strong_low_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Justin-strong_low_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Joanna-strong_fast-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Joanna-fast-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Amy-strong-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Kendra-high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Kendra-strong_high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Joey-strong_slow-polly.wav, Hey Jarvis, Kay Jewelers hours
Hey_Jarvis-Joey-high_pitch-polly.wav, Hey Jarvis, Eddie George
Hey_Jarvis-Justin-fast_high_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Geraint-slow_low_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Kimberly-fast_high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Matthew-weak_low_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Kendra-weak_low_pitch-polly.wav, Hey Jarvis, jaundice
Hey_Jarvis-Joanna-fast_high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Nicole-weak_fast-polly.wav, Hey Jarvis, pajamas
Hey_Jarvis-Matthew-slow_low_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Salli-weak-polly.wav, Hey Jarvis, hi Jarvis
Hey_Jarvis-Brian-strong_slow-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Matthew-fast_low_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Salli-strong_slow-polly.wav, Hey Jarvis, Play Jarvis
Hey_Jarvis-Kendra-slow_low_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Matthew-strong_high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Justin-weak_slow-polly.wav, Hey Jarvis, DJ
Hey_Jarvis-Emma-strong_low_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Nicole-weak-polly.wav, Hey Jarvis, pajamas
Hey_Jarvis-Joanna-slow-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Joey-low_pitch-polly.wav, Hey Jarvis, hey Georgie
Hey_Jarvis-Salli-weak_slow-polly.wav, Hey Jarvis, hi Jarvis
Hey_Jarvis-Matthew-strong-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Geraint-weak_fast-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Amy-fast-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Russell-fast_low_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Joey-fast-polly.wav, Hey Jarvis, kjordan
Hey_Jarvis-Emma-fast_low_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Emma-low_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Joanna-slow_high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Brian-weak_high_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Joanna-strong_slow-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Matthew-high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Kimberly-low_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Kimberly-weak_high_pitch-polly.wav, Hey Jarvis, Jarvis
Hey_Jarvis-Nicole-strong_fast-polly.wav, Hey Jarvis, her job is
Hey_Jarvis-Kendra-weak_fast-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Emma-fast-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Geraint-strong_low_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Joanna-strong-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Salli-strong_fast-polly.wav, Hey Jarvis, Jarvis
Hey_Jarvis-Kimberly-high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Brian-weak_fast-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Kimberly-slow-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Joey-strong_low_pitch-polly.wav, Hey Jarvis, kjordan
Hey_Jarvis-Ivy-high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Nicole-strong_slow-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Joey-strong-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Geraint-weak_high_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Ivy-low_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Kendra-strong_slow-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Kendra-strong_fast-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Russell-strong_fast-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Salli-weak_fast-polly.wav, Hey Jarvis, play Darkness
Hey_Jarvis-Geraint-high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Brian-strong-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Amy-weak_fast-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Kimberly-weak_fast-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Joanna-strong_low_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Salli-fast-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Joanna-strong_high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Emma-slow-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Geraint-weak_slow-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Kimberly-fast_low_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Russell-fast-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Amy-slow-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Salli-weak_low_pitch-polly.wav, Hey Jarvis, call Jarvis
Hey_Jarvis-Joanna-weak_fast-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Justin-weak_low_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Emma-weak_low_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Justin-strong_high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Matthew-slow-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Brian-strong_low_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Justin-low_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Kimberly-strong_low_pitch-polly.wav, Hey Jarvis, Jarvis
Hey_Jarvis-Brian-slow_high_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Matthew-weak_slow-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Matthew-fast_high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Geraint-fast-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Joey-fast_low_pitch-polly.wav, Hey Jarvis, hey Georgie
Hey_Jarvis-Amy-high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Joey-softly-polly.wav, Hey Jarvis, kjordan
Hey_Jarvis-Salli-strong_low_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Justin-fast-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Amy-weak_high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Geraint-strong_slow-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Russell-strong_slow-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Nicole-weak_high_pitch-polly.wav, Hey Jarvis, hazardous
Hey_Jarvis-Brian-strong_high_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Brian-slow-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Joey-slow_low_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Kimberly-weak_low_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Joey-slow-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Justin-slow-polly.wav, Hey Jarvis, DJ
Hey_Jarvis-Emma-weak-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Emma-slow_low_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Emma-softly-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Ivy-softly-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Nicole-fast_high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Kendra-slow-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Joanna-softly-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Brian-strong_fast-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Geraint-weak-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Kendra-slow_high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Geraint-slow-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Ivy-weak_fast-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Justin-weak-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Kimberly-slow_high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Justin-slow_low_pitch-polly.wav, Hey Jarvis, hijab
Hey_Jarvis-Brian-fast-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Russell-slow_high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Joey-weak_fast-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Matthew-softly-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Geraint-low_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Nicole-weak_low_pitch-polly.wav, Hey Jarvis, prejudice
Hey_Jarvis-Geraint-fast_high_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Kendra-weak_high_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Amy-strong_low_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Geraint-strong_fast-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Joey-slow_high_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Brian-weak_low_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Matthew-strong_fast-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Emma-strong_high_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Brian-weak_slow-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Amy-slow_low_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Justin-strong_slow-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Nicole-slow-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Emma-strong-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Amy-strong_slow-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Amy-low_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Matthew-weak_fast-polly.wav, Hey Jarvis, hey jackass
Hey_Jarvis-Russell-strong_high_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Amy-strong_high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Salli-slow_low_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Emma-weak_slow-polly.wav, Hey Jarvis, Howard Jarvis
Hey_Jarvis-Amy-slow_high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Ivy-fast-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Emma-strong_fast-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Brian-weak-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Amy-weak-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Matthew-weak-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Joanna-weak-polly.wav, Hey Jarvis, hi Jarvis
Hey_Jarvis-Joanna-fast_low_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Emma-weak_high_pitch-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Geraint-softly-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Russell-high_pitch-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Joanna-weak_low_pitch-polly.wav, Hey Jarvis, hi Jarvis
Hey_Jarvis-Justin-softly-polly.wav, Hey Jarvis, UNK
Hey_Jarvis-Justin-strong-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Ivy-slow-polly.wav, Hey Jarvis, hey Jarvis
Hey_Jarvis-Kendra-fast_low_pitch-polly.wav, Hey Jarvis, UNK
Hey_Siri-Justin-weak_high_pitch-polly.wav, Hey Siri, UNK
Hey_Siri-Kendra-strong_slow-polly.wav, Hey Siri, hey Siri
Hey_Siri-Amy-slow-polly.wav, Hey Siri, hey Siri
Hey_Siri-Matthew-strong_low_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Nicole-weak-polly.wav, Hey Siri, hey Siri
Hey_Siri-Salli-strong_fast-polly.wav, Hey Siri, hey Siri
Hey_Siri-Joanna-strong-polly.wav, Hey Siri, hey Siri
Hey_Siri-Amy-weak_high_pitch-polly.wav, Hey Siri, UNK
Hey_Siri-Geraint-strong-polly.wav, Hey Siri, hey Siri
Hey_Siri-Justin-strong_low_pitch-polly.wav, Hey Siri, UNK
Hey_Siri-Ivy-low_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Joey-softly-polly.wav, Hey Siri, hey Siri
Hey_Siri-Justin-slow-polly.wav, Hey Siri, hey Siri
Hey_Siri-Kimberly-strong_low_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Matthew-fast-polly.wav, Hey Siri, hey Siri
Hey_Siri-Matthew-slow_high_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Joey-strong_high_pitch-polly.wav, Hey Siri, UNK
Hey_Siri-Ivy-strong_low_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Kimberly-weak_slow-polly.wav, Hey Siri, UNK
Hey_Siri-Ivy-strong_fast-polly.wav, Hey Siri, hey Siri
Hey_Siri-Joey-strong-polly.wav, Hey Siri, UNK
Hey_Siri-Kendra-strong_fast-polly.wav, Hey Siri, UNK
Hey_Siri-Kimberly-strong-polly.wav, Hey Siri, hey Siri
Hey_Siri-Joey-slow_low_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Nicole-weak_high_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Russell-fast_low_pitch-polly.wav, Hey Siri, UNK
Hey_Siri-Justin-low_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Kendra-weak_fast-polly.wav, Hey Siri, UNK
Hey_Siri-Russell-strong-polly.wav, Hey Siri, hey Siri
Hey_Siri-Ivy-weak_fast-polly.wav, Hey Siri, UNK
Hey_Siri-Amy-weak_slow-polly.wav, Hey Siri, hey Siri
Hey_Siri-Amy-slow_low_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Geraint-weak_fast-polly.wav, Hey Siri, UNK
Hey_Siri-Russell-weak-polly.wav, Hey Siri, UNK
Hey_Siri-Nicole-fast_high_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Matthew-strong_fast-polly.wav, Hey Siri, hey Siri
Hey_Siri-Kendra-weak_low_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Joanna-strong_slow-polly.wav, Hey Siri, UNK
Hey_Siri-Russell-fast_high_pitch-polly.wav, Hey Siri, UNK
Hey_Siri-Nicole-strong_high_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Joanna-strong_high_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Kendra-weak_high_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Salli-softly-polly.wav, Hey Siri, hey Siri
Hey_Siri-Joey-high_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Geraint-strong_low_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Salli-weak_fast-polly.wav, Hey Siri, UNK
Hey_Siri-Geraint-slow_low_pitch-polly.wav, Hey Siri, how do you spell
Hey_Siri-Justin-high_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Matthew-weak_low_pitch-polly.wav, Hey Siri, UNK
Hey_Siri-Salli-strong_high_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Nicole-fast_low_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Joey-fast-polly.wav, Hey Siri, hey Siri
Hey_Siri-Kendra-slow-polly.wav, Hey Siri, hey Siri
Hey_Siri-Emma-high_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Matthew-weak_slow-polly.wav, Hey Siri, hey Siri
Hey_Siri-Justin-slow_low_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Matthew-strong_slow-polly.wav, Hey Siri, UNK
Hey_Siri-Ivy-high_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Brian-strong_high_pitch-polly.wav, Hey Siri, UNK
Hey_Siri-Matthew-high_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Russell-fast-polly.wav, Hey Siri, Acer
Hey_Siri-Brian-strong_low_pitch-polly.wav, Hey Siri, UNK
Hey_Siri-Russell-slow-polly.wav, Hey Siri, hey Siri
Hey_Siri-Joanna-weak-polly.wav, Hey Siri, hey Siri
Hey_Siri-Justin-weak_slow-polly.wav, Hey Siri, UNK
Hey_Siri-Russell-softly-polly.wav, Hey Siri, UNK
Hey_Siri-Kimberly-softly-polly.wav, Hey Siri, hey Siri
Hey_Siri-Kimberly-strong_high_pitch-polly.wav, Hey Siri, UNK
Hey_Siri-Amy-strong_fast-polly.wav, Hey Siri, UNK
Hey_Siri-Salli-weak_low_pitch-polly.wav, Hey Siri, UNK
Hey_Siri-Amy-fast_low_pitch-polly.wav, Hey Siri, UNK
Hey_Siri-Ivy-slow_low_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Kimberly-slow_low_pitch-polly.wav, Hey Siri, UNK
Hey_Siri-Matthew-low_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Ivy-slow-polly.wav, Hey Siri, hey Siri
Hey_Siri-Geraint-slow_high_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Kendra-fast_low_pitch-polly.wav, Hey Siri, UNK
Hey_Siri-Joanna-low_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Russell-high_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Nicole-strong_slow-polly.wav, Hey Siri, hey Siri
Hey_Siri-Emma-fast_high_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Russell-slow_low_pitch-polly.wav, Hey Siri, Siri
Hey_Siri-Nicole-strong-polly.wav, Hey Siri, hey Siri
Hey_Siri-Emma-fast-polly.wav, Hey Siri, hey Siri
Hey_Siri-Russell-weak_low_pitch-polly.wav, Hey Siri, UNK
Hey_Siri-Brian-weak_slow-polly.wav, Hey Siri, UNK
Hey_Siri-Kendra-strong_high_pitch-polly.wav, Hey Siri, UNK
Hey_Siri-Kimberly-weak_low_pitch-polly.wav, Hey Siri, UNK
Hey_Siri-Ivy-weak_slow-polly.wav, Hey Siri, UNK
Hey_Siri-Ivy-softly-polly.wav, Hey Siri, hey Siri
Hey_Siri-Joanna-fast_high_pitch-polly.wav, Hey Siri, UNK
Hey_Siri-Ivy-weak_high_pitch-polly.wav, Hey Siri, UNK
Hey_Siri-Joanna-strong_low_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Kimberly-low_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Ivy-slow_high_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Russell-strong_low_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Joey-fast_high_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Matthew-slow_low_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Amy-strong_low_pitch-polly.wav, Hey Siri, hey Siri
Hey_Siri-Emma-slow_low_pitch-polly.wav, Hey Siri, UNK
Hey_Siri-Joey-weak_high_pitch-polly.wav, Hey Siri, UNK
Hey_Siri-Russell-strong_high_pitch-polly.wav, Hey Siri, UNK
